next,country,year,month,max,min,idx,count,units,avg,prev
420.00,39,2016,2,26.00,2.00,50,28,336.00,12.000000,486.00
371.00,39,2016,3,31.00,7.00,51,31,420.00,13.548387,336.00
269.00,39,2016,4,21.00,7.00,52,30,371.00,12.366666,420.00
538.00,39,2016,5,20.00,2.00,53,24,269.00,11.208333,371.00
448.00,39,2016,6,37.00,7.00,54,30,538.00,17.933333,269.00
357.00,39,2016,7,29.00,5.00,55,31,448.00,14.451612,538.00
333.00,39,2016,8,34.00,5.00,56,24,357.00,14.875000,448.00
476.00,39,2016,9,34.00,4.00,57,23,333.00,14.478260,357.00
473.00,39,2016,10,52.00,6.00,58,31,476.00,15.354838,333.00
498.00,39,2016,11,35.00,6.00,59,30,473.00,15.766666,476.00
440.00,39,2016,12,31.00,4.00,60,30,498.00,16.600000,473.00
322.00,39,2017,1,37.00,4.00,61,31,440.00,14.193548,498.00
362.00,39,2017,2,26.00,3.00,62,28,322.00,11.500000,440.00
343.00,39,2017,3,27.00,2.00,63,31,362.00,11.677419,322.00
153.00,39,2017,4,24.00,4.00,64,30,343.00,11.433333,362.00
357.00,39,2017,5,22.00,3.00,65,16,153.00,9.562500,343.00
298.00,39,2017,6,39.00,3.00,66,30,357.00,11.900000,153.00
398.00,39,2017,7,33.00,4.00,67,24,298.00,12.416666,357.00
325.00,39,2017,8,27.00,2.00,68,31,398.00,12.838709,298.00
512.00,39,2017,9,29.00,5.00,69,22,325.00,14.772727,398.00
3794.00,4,2015,2,247.00,60.00,38,29,4216.00,145.379310,2845.00
3196.00,4,2015,3,242.00,40.00,39,31,3794.00,122.387096,4216.00
2889.00,4,2015,4,245.00,33.00,40,30,3196.00,106.533333,3794.00
3129.00,4,2015,5,191.00,20.00,41,31,2889.00,93.193548,3196.00
2812.00,4,2015,6,196.00,51.00,42,30,3129.00,104.300000,2889.00
3953.00,4,2015,7,174.00,36.00,43,31,2812.00,90.709677,3129.00
4900.00,4,2015,8,215.00,39.00,44,31,3953.00,127.516129,2812.00
4654.00,4,2015,9,271.00,61.00,45,30,4900.00,163.333333,3953.00
3810.00,4,2015,10,267.00,57.00,46,31,4654.00,150.129032,4900.00
5421.00,4,2015,11,303.00,45.00,47,30,3810.00,127.000000,4654.00
4158.00,4,2015,12,332.00,63.00,48,30,5421.00,180.700000,3810.00
4295.00,4,2016,1,413.00,27.00,49,31,4158.00,134.129032,5421.00
4739.00,4,2016,2,329.00,62.00,50,28,4295.00,153.392857,4158.00
4794.00,4,2016,3,252.00,53.00,51,31,4739.00,152.870967,4295.00
3027.00,4,2016,4,326.00,49.00,52,30,4794.00,159.800000,4739.00
2606.00,4,2016,5,303.00,50.00,53,24,3027.00,126.125000,4794.00
2558.00,4,2016,6,195.00,60.00,54,23,2606.00,113.304347,3027.00
4269.00,4,2016,7,159.00,27.00,55,24,2558.00,106.583333,2606.00
4738.00,4,2016,8,251.00,72.00,56,31,4269.00,137.709677,2558.00
4699.00,4,2016,9,310.00,68.00,57,30,4738.00,157.933333,4269.00
3877.00,4,2016,10,298.00,49.00,58,31,4699.00,151.580645,4738.00
4740.00,4,2016,11,224.00,17.00,59,30,3877.00,129.233333,4699.00
4584.00,4,2016,12,261.00,69.00,60,30,4740.00,158.000000,3877.00
4265.00,4,2017,1,292.00,52.00,61,31,4584.00,147.870967,4740.00
5243.00,4,2017,2,294.00,76.00,62,28,4265.00,152.321428,4584.00
3512.00,4,2017,3,273.00,58.00,63,31,5243.00,169.129032,4265.00
3273.00,4,2017,4,257.00,79.00,64,23,3512.00,152.695652,5243.00
301.00,4,2017,5,254.00,92.00,65,21,3273.00,155.857142,3512.00
3558.00,4,2017,6,165.00,136.00,66,2,301.00,150.500000,3273.00
4937.00,4,2017,7,255.00,81.00,67,23,3558.00,154.695652,301.00
3289.00,4,2017,8,230.00,90.00,68,31,4937.00,159.258064,3558.00
4197.00,4,2017,9,206.00,31.00,69,30,3289.00,109.633333,4937.00
3896.00,40,2015,2,242.00,69.00,38,29,3910.00,134.827586,4803.00
3866.00,40,2015,3,254.00,51.00,39,31,3896.00,125.677419,3910.00
3756.00,40,2015,4,242.00,57.00,40,30,3866.00,128.866666,3896.00
3993.00,40,2015,5,205.00,53.00,41,31,3756.00,121.161290,3866.00
3950.00,40,2015,6,230.00,68.00,42,30,3993.00,133.100000,3756.00
3847.00,40,2015,7,212.00,65.00,43,31,3950.00,127.419354,3993.00
3714.00,40,2015,8,226.00,53.00,44,31,3847.00,124.096774,3950.00
3339.00,40,2015,9,182.00,49.00,45,30,3714.00,123.800000,3847.00
3473.00,40,2015,10,201.00,64.00,46,31,3339.00,107.709677,3714.00
3992.00,40,2015,11,229.00,27.00,47,30,3473.00,115.766666,3339.00
3765.00,40,2015,12,232.00,62.00,48,30,3992.00,133.066666,3473.00
3397.00,40,2016,1,211.00,63.00,49,31,3765.00,121.451612,3992.00
3577.00,40,2016,2,253.00,46.00,50,28,3397.00,121.321428,3765.00
3294.00,40,2016,3,262.00,47.00,51,31,3577.00,115.387096,3397.00
3550.00,40,2016,4,208.00,60.00,52,30,3294.00,109.800000,3577.00
3671.00,40,2016,5,231.00,73.00,53,31,3550.00,114.516129,3294.00
3657.00,40,2016,6,223.00,67.00,54,30,3671.00,122.366666,3550.00
3012.00,40,2016,7,217.00,78.00,55,30,3657.00,121.900000,3671.00
2233.00,40,2016,8,236.00,69.00,56,25,3012.00,120.480000,3657.00
3372.00,40,2016,9,183.00,46.00,57,21,2233.00,106.333333,3012.00
3062.00,40,2016,10,195.00,63.00,58,31,3372.00,108.774193,2233.00
3433.00,40,2016,11,169.00,8.00,59,30,3062.00,102.066666,3372.00
3314.00,40,2016,12,177.00,58.00,60,30,3433.00,114.433333,3062.00
2854.00,40,2017,1,202.00,48.00,61,31,3314.00,106.903225,3433.00
3051.00,40,2017,2,212.00,49.00,62,28,2854.00,101.928571,3314.00
2625.00,40,2017,3,185.00,63.00,63,31,3051.00,98.419354,2854.00
2860.00,40,2017,4,158.00,31.00,64,30,2625.00,87.500000,3051.00
2808.00,40,2017,5,151.00,42.00,65,31,2860.00,92.258064,2625.00
2461.00,40,2017,6,149.00,55.00,66,30,2808.00,93.600000,2860.00
2463.00,40,2017,7,154.00,43.00,67,26,2461.00,94.653846,2808.00
2336.00,40,2017,8,150.00,43.00,68,29,2463.00,84.931034,2461.00
2208.00,40,2017,9,133.00,33.00,69,30,2336.00,77.866666,2463.00
3506.00,41,2015,2,244.00,72.00,38,29,3883.00,133.896551,4413.00
3010.00,41,2015,3,188.00,54.00,39,31,3506.00,113.096774,3883.00
2453.00,41,2015,4,243.00,52.00,40,30,3010.00,100.333333,3506.00
2475.00,41,2015,5,113.00,52.00,41,31,2453.00,79.129032,3010.00
2412.00,41,2015,6,136.00,45.00,42,30,2475.00,82.500000,2453.00
2789.00,41,2015,7,125.00,47.00,43,31,2412.00,77.806451,2475.00
2600.00,41,2015,8,143.00,49.00,44,31,2789.00,89.967741,2412.00
2272.00,41,2015,9,127.00,46.00,45,30,2600.00,86.666666,2789.00
1843.00,41,2015,10,141.00,30.00,46,31,2272.00,73.290322,2600.00
2445.00,41,2015,11,140.00,20.00,47,30,1843.00,61.433333,2272.00
2950.00,41,2015,12,131.00,43.00,48,30,2445.00,81.500000,1843.00
2139.00,41,2016,1,136.00,34.00,49,31,2950.00,95.161290,2445.00
2442.00,41,2016,2,139.00,39.00,50,28,2139.00,76.392857,2950.00
1549.00,41,2016,3,123.00,47.00,51,31,2442.00,78.774193,2139.00
1450.00,41,2016,4,119.00,33.00,52,21,1549.00,73.761904,2442.00
840.00,41,2016,5,74.00,36.00,53,25,1450.00,58.000000,1549.00
1391.00,41,2016,6,66.00,34.00,54,18,840.00,46.666666,1450.00
2009.00,41,2016,7,105.00,42.00,55,20,1391.00,69.550000,840.00
1439.00,41,2016,8,112.00,44.00,56,27,2009.00,74.407407,1391.00
1304.00,41,2016,9,109.00,29.00,57,23,1439.00,62.565217,2009.00
1327.00,41,2016,10,95.00,39.00,58,22,1304.00,59.272727,1439.00
1668.00,41,2016,11,79.00,15.00,59,25,1327.00,53.080000,1304.00
1223.00,41,2016,12,96.00,29.00,60,28,1668.00,59.571428,1327.00
1337.00,41,2017,1,90.00,31.00,61,19,1223.00,64.368421,1668.00
1324.00,41,2017,2,107.00,24.00,62,21,1337.00,63.666666,1223.00
1531.00,41,2017,3,80.00,31.00,63,24,1324.00,55.166666,1337.00
1556.00,41,2017,4,82.00,28.00,64,30,1531.00,51.033333,1324.00
1556.00,41,2017,5,76.00,34.00,65,28,1556.00,55.571428,1531.00
834.00,41,2017,6,89.00,24.00,66,26,1556.00,59.846153,1556.00
1564.00,41,2017,7,75.00,31.00,67,15,834.00,55.600000,1556.00
437.00,41,2017,8,100.00,39.00,68,24,1564.00,65.166666,834.00
1785.00,41,2017,9,84.00,41.00,69,7,437.00,62.428571,1564.00
3726.00,42,2015,2,197.00,77.00,38,29,3468.00,119.586206,4245.00
3599.00,42,2015,3,247.00,65.00,39,31,3726.00,120.193548,3468.00
3711.00,42,2015,4,224.00,57.00,40,30,3599.00,119.966666,3726.00
4103.00,42,2015,5,217.00,73.00,41,31,3711.00,119.709677,3599.00
4579.00,42,2015,6,268.00,73.00,42,30,4103.00,136.766666,3711.00
3655.00,42,2015,7,318.00,83.00,43,31,4579.00,147.709677,4103.00
3623.00,42,2015,8,214.00,64.00,44,31,3655.00,117.903225,4579.00
3173.00,42,2015,9,268.00,50.00,45,30,3623.00,120.766666,3655.00
3341.00,42,2015,10,186.00,38.00,46,31,3173.00,102.354838,3623.00
3893.00,42,2015,11,226.00,33.00,47,30,3341.00,111.366666,3173.00
3621.00,42,2015,12,265.00,75.00,48,30,3893.00,129.766666,3341.00
3063.00,42,2016,1,197.00,72.00,49,31,3621.00,116.806451,3893.00
2851.00,42,2016,2,208.00,56.00,50,28,3063.00,109.392857,3621.00
861.00,42,2016,3,166.00,57.00,51,31,2851.00,91.967741,3063.00
1754.00,42,2016,4,119.00,55.00,52,10,861.00,86.100000,2851.00
1781.00,42,2016,5,150.00,59.00,53,17,1754.00,103.176470,861.00
1561.00,42,2016,6,157.00,49.00,54,19,1781.00,93.736842,1754.00
1962.00,42,2016,7,181.00,66.00,55,14,1561.00,111.500000,1781.00
2278.00,42,2016,8,131.00,53.00,56,22,1962.00,89.181818,1561.00
2235.00,42,2016,9,145.00,53.00,57,24,2278.00,94.916666,1962.00
2752.00,42,2016,10,242.00,47.00,58,23,2235.00,97.173913,2278.00
1986.00,42,2016,11,174.00,29.00,59,30,2752.00,91.733333,2235.00
3325.00,42,2016,12,177.00,49.00,60,23,1986.00,86.347826,2752.00
2026.00,42,2017,1,233.00,59.00,61,31,3325.00,107.258064,1986.00
2680.00,42,2017,2,213.00,51.00,62,21,2026.00,96.476190,3325.00
2261.00,42,2017,3,186.00,39.00,63,31,2680.00,86.451612,2026.00
1390.00,42,2017,4,155.00,51.00,64,30,2261.00,75.366666,2680.00
1024.00,42,2017,5,162.00,45.00,65,17,1390.00,81.764705,2261.00
1163.00,42,2017,6,135.00,56.00,66,12,1024.00,85.333333,1390.00
2479.00,42,2017,7,126.00,64.00,67,12,1163.00,96.916666,1024.00
1753.00,42,2017,8,183.00,41.00,68,29,2479.00,85.482758,1163.00
2634.00,42,2017,9,181.00,33.00,69,23,1753.00,76.217391,2479.00
2236.00,43,2015,2,161.00,35.00,38,29,2469.00,85.137931,2620.00
1909.00,43,2015,3,139.00,25.00,39,31,2236.00,72.129032,2469.00
1710.00,43,2015,4,119.00,22.00,40,30,1909.00,63.633333,2236.00
2532.00,43,2015,5,104.00,19.00,41,31,1710.00,55.161290,1909.00
2301.00,43,2015,6,139.00,36.00,42,30,2532.00,84.400000,1710.00
2514.00,43,2015,7,126.00,34.00,43,31,2301.00,74.225806,2532.00
2140.00,43,2015,8,123.00,43.00,44,31,2514.00,81.096774,2301.00
2053.00,43,2015,9,125.00,20.00,45,30,2140.00,71.333333,2514.00
1494.00,43,2015,10,124.00,29.00,46,31,2053.00,66.225806,2140.00
2150.00,43,2015,11,79.00,9.00,47,30,1494.00,49.800000,2053.00
2193.00,43,2015,12,112.00,35.00,48,30,2150.00,71.666666,1494.00
1712.00,43,2016,1,155.00,34.00,49,31,2193.00,70.741935,2150.00
1403.00,43,2016,2,121.00,23.00,50,28,1712.00,61.142857,2193.00
1298.00,43,2016,3,98.00,19.00,51,31,1403.00,45.258064,1712.00
987.00,43,2016,4,103.00,15.00,52,28,1298.00,46.357142,1403.00
1110.00,43,2016,5,79.00,21.00,53,24,987.00,41.125000,1298.00
1155.00,43,2016,6,101.00,14.00,54,23,1110.00,48.260869,987.00
1443.00,43,2016,7,96.00,24.00,55,24,1155.00,48.125000,1110.00
1326.00,43,2016,8,126.00,18.00,56,24,1443.00,60.125000,1155.00
1390.00,43,2016,9,110.00,15.00,57,23,1326.00,57.652173,1443.00
1174.00,43,2016,10,96.00,19.00,58,31,1390.00,44.838709,1326.00
1566.00,43,2016,11,76.00,22.00,59,23,1174.00,51.043478,1390.00
699.00,43,2016,12,115.00,30.00,60,28,1566.00,55.928571,1174.00
1717.00,43,2017,1,69.00,31.00,61,16,699.00,43.687500,1566.00
1236.00,43,2017,2,106.00,25.00,62,28,1717.00,61.321428,699.00
572.00,43,2017,3,82.00,17.00,63,24,1236.00,51.500000,1717.00
768.00,43,2017,4,63.00,18.00,64,16,572.00,35.750000,1236.00
991.00,43,2017,5,84.00,22.00,65,17,768.00,45.176470,572.00
1665.00,43,2017,6,87.00,28.00,66,20,991.00,49.550000,768.00
1746.00,43,2017,7,101.00,21.00,67,31,1665.00,53.709677,991.00
687.00,43,2017,8,101.00,20.00,68,31,1746.00,56.322580,1665.00
1422.00,43,2017,9,96.00,24.00,69,15,687.00,45.800000,1746.00
3183.00,44,2015,2,158.00,60.00,38,29,3022.00,104.206896,3495.00
3255.00,44,2015,3,168.00,53.00,39,31,3183.00,102.677419,3022.00
3103.00,44,2015,4,163.00,55.00,40,30,3255.00,108.500000,3183.00
3488.00,44,2015,5,158.00,49.00,41,31,3103.00,100.096774,3255.00
3276.00,44,2015,6,193.00,61.00,42,30,3488.00,116.266666,3103.00
3209.00,44,2015,7,189.00,51.00,43,31,3276.00,105.677419,3488.00
2662.00,44,2015,8,182.00,63.00,44,31,3209.00,103.516129,3276.00
2790.00,44,2015,9,150.00,44.00,45,30,2662.00,88.733333,3209.00
2760.00,44,2015,10,146.00,32.00,46,31,2790.00,90.000000,2662.00
2654.00,44,2015,11,163.00,32.00,47,30,2760.00,92.000000,2790.00
3051.00,44,2015,12,150.00,31.00,48,30,2654.00,88.466666,2760.00
2461.00,44,2016,1,182.00,33.00,49,31,3051.00,98.419354,2654.00
2444.00,44,2016,2,159.00,38.00,50,28,2461.00,87.892857,3051.00
1557.00,44,2016,3,181.00,42.00,51,31,2444.00,78.838709,2461.00
1559.00,44,2016,4,118.00,42.00,52,21,1557.00,74.142857,2444.00
1806.00,44,2016,5,93.00,30.00,53,25,1559.00,62.360000,1557.00
1688.00,44,2016,6,158.00,40.00,54,18,1806.00,100.333333,1559.00
2443.00,44,2016,7,119.00,51.00,55,20,1688.00,84.400000,1806.00
1904.00,44,2016,8,179.00,41.00,56,27,2443.00,90.481481,1688.00
1928.00,44,2016,9,129.00,53.00,57,23,1904.00,82.782608,2443.00
1983.00,44,2016,10,138.00,42.00,58,22,1928.00,87.636363,1904.00
2393.00,44,2016,11,133.00,17.00,59,25,1983.00,79.320000,1928.00
1658.00,44,2016,12,151.00,54.00,60,28,2393.00,85.464285,1983.00
1738.00,44,2017,1,132.00,48.00,61,19,1658.00,87.263157,2393.00
1883.00,44,2017,2,160.00,43.00,62,21,1738.00,82.761904,1658.00
2380.00,44,2017,3,138.00,38.00,63,24,1883.00,78.458333,1738.00
2211.00,44,2017,4,162.00,26.00,64,30,2380.00,79.333333,1883.00
1914.00,44,2017,5,122.00,45.00,65,28,2211.00,78.964285,2380.00
1017.00,44,2017,6,132.00,37.00,66,26,1914.00,73.615384,2211.00
1924.00,44,2017,7,117.00,36.00,67,15,1017.00,67.800000,1914.00
459.00,44,2017,8,124.00,44.00,68,24,1924.00,80.166666,1017.00
2217.00,44,2017,9,94.00,39.00,69,7,459.00,65.571428,1924.00
745.00,45,2015,2,52.00,4.00,38,29,628.00,21.655172,605.00
721.00,45,2015,3,41.00,8.00,39,31,745.00,24.032258,628.00
574.00,45,2015,4,55.00,9.00,40,30,721.00,24.033333,745.00
555.00,45,2015,5,45.00,3.00,41,31,574.00,18.516129,721.00
758.00,45,2015,6,69.00,4.00,42,30,555.00,18.500000,574.00
598.00,45,2015,7,71.00,5.00,43,31,758.00,24.451612,555.00
698.00,45,2015,8,53.00,7.00,44,31,598.00,19.290322,758.00
652.00,45,2015,9,62.00,6.00,45,30,698.00,23.266666,598.00
718.00,45,2015,10,61.00,5.00,46,31,652.00,21.032258,698.00
723.00,45,2015,11,74.00,5.00,47,29,718.00,24.758620,652.00
861.00,45,2015,12,66.00,3.00,48,30,723.00,24.100000,718.00
822.00,45,2016,1,71.00,4.00,49,31,861.00,27.774193,723.00
628.00,45,2016,2,74.00,3.00,50,27,822.00,30.444444,861.00
675.00,45,2016,3,41.00,4.00,51,31,628.00,20.258064,822.00
668.00,45,2016,4,49.00,4.00,52,30,675.00,22.500000,628.00
309.00,45,2016,5,94.00,3.00,53,31,668.00,21.548387,675.00
409.00,45,2016,6,42.00,2.00,54,19,309.00,16.263157,668.00
584.00,45,2016,7,55.00,1.00,55,24,409.00,17.041666,309.00
776.00,45,2016,8,83.00,2.00,56,24,584.00,24.333333,409.00
660.00,45,2016,9,115.00,5.00,57,23,776.00,33.739130,584.00
386.00,45,2016,10,96.00,1.00,58,31,660.00,21.290322,776.00
494.00,45,2016,11,58.00,1.00,59,23,386.00,16.782608,660.00
669.00,45,2016,12,48.00,3.00,60,24,494.00,20.583333,386.00
589.00,45,2017,1,48.00,1.00,61,30,669.00,22.300000,494.00
412.00,45,2017,2,67.00,2.00,62,28,589.00,21.035714,669.00
393.00,45,2017,3,60.00,1.00,63,26,412.00,15.846153,589.00
463.00,45,2017,4,56.00,2.00,64,27,393.00,14.555555,412.00
309.00,45,2017,5,45.00,2.00,65,30,463.00,15.433333,393.00
487.00,45,2017,6,26.00,1.00,66,23,309.00,13.434782,463.00
596.00,45,2017,7,67.00,6.00,67,24,487.00,20.291666,309.00
549.00,45,2017,8,65.00,2.00,68,24,596.00,24.833333,487.00
538.00,45,2017,9,58.00,4.00,69,30,549.00,18.300000,596.00
1309.00,5,2015,2,76.00,15.00,38,29,1264.00,43.586206,1705.00
1003.00,5,2015,3,78.00,21.00,39,31,1309.00,42.225806,1264.00
1106.00,5,2015,4,49.00,18.00,40,30,1003.00,33.433333,1309.00
1321.00,5,2015,5,68.00,19.00,41,31,1106.00,35.677419,1003.00
1051.00,5,2015,6,80.00,22.00,42,30,1321.00,44.033333,1106.00
1406.00,5,2015,7,52.00,18.00,43,31,1051.00,33.903225,1321.00
1403.00,5,2015,8,102.00,25.00,44,31,1406.00,45.354838,1051.00
1302.00,5,2015,9,92.00,25.00,45,30,1403.00,46.766666,1406.00
1105.00,5,2015,10,80.00,17.00,46,31,1302.00,42.000000,1403.00
1340.00,5,2015,11,55.00,9.00,47,30,1105.00,36.833333,1302.00
1488.00,5,2015,12,67.00,24.00,48,30,1340.00,44.666666,1105.00
1209.00,5,2016,1,92.00,20.00,49,31,1488.00,48.000000,1340.00
975.00,5,2016,2,73.00,25.00,50,28,1209.00,43.178571,1488.00
733.00,5,2016,3,57.00,18.00,51,31,975.00,31.451612,1209.00
763.00,5,2016,4,56.00,13.00,52,21,733.00,34.904761,975.00
561.00,5,2016,5,47.00,19.00,53,25,763.00,30.520000,733.00
856.00,5,2016,6,46.00,22.00,54,18,561.00,31.166666,763.00
1211.00,5,2016,7,62.00,24.00,55,20,856.00,42.800000,561.00
933.00,5,2016,8,71.00,24.00,56,27,1211.00,44.851851,856.00
957.00,5,2016,9,59.00,19.00,57,23,933.00,40.565217,1211.00
1110.00,5,2016,10,66.00,25.00,58,22,957.00,43.500000,933.00
1437.00,5,2016,11,68.00,15.00,59,25,1110.00,44.400000,957.00
772.00,5,2016,12,81.00,27.00,60,28,1437.00,51.321428,1110.00
962.00,5,2017,1,71.00,25.00,61,19,772.00,40.631578,1437.00
1009.00,5,2017,2,72.00,26.00,62,21,962.00,45.809523,772.00
1103.00,5,2017,3,68.00,17.00,63,24,1009.00,42.041666,962.00
1047.00,5,2017,4,62.00,22.00,64,30,1103.00,36.766666,1009.00
1066.00,5,2017,5,64.00,22.00,65,28,1047.00,37.392857,1103.00
590.00,5,2017,6,60.00,25.00,66,26,1066.00,41.000000,1047.00
984.00,5,2017,7,53.00,20.00,67,15,590.00,39.333333,1066.00
321.00,5,2017,8,76.00,16.00,68,24,984.00,41.000000,590.00
1052.00,5,2017,9,66.00,25.00,69,7,321.00,45.857142,984.00
3267.00,6,2015,2,195.00,48.00,38,29,2929.00,101.000000,3226.00
3087.00,6,2015,3,227.00,58.00,39,31,3267.00,105.387096,2929.00
3200.00,6,2015,4,194.00,53.00,40,30,3087.00,102.900000,3267.00
3444.00,6,2015,5,179.00,47.00,41,31,3200.00,103.225806,3087.00
3654.00,6,2015,6,214.00,65.00,42,30,3444.00,114.800000,3200.00
3902.00,6,2015,7,185.00,72.00,43,31,3654.00,117.870967,3444.00
3789.00,6,2015,8,216.00,57.00,44,31,3902.00,125.870967,3654.00
3617.00,6,2015,9,248.00,55.00,45,30,3789.00,126.300000,3902.00
3468.00,6,2015,10,230.00,51.00,46,31,3617.00,116.677419,3789.00
4582.00,6,2015,11,206.00,39.00,47,30,3468.00,115.600000,3617.00
4535.00,6,2015,12,231.00,88.00,48,30,4582.00,152.733333,3468.00
3704.00,6,2016,1,261.00,59.00,49,31,4535.00,146.290322,4582.00
3627.00,6,2016,2,252.00,47.00,50,28,3704.00,132.285714,4535.00
1081.00,6,2016,3,174.00,56.00,51,31,3627.00,117.000000,3704.00
2070.00,6,2016,4,168.00,59.00,52,10,1081.00,108.100000,3627.00
2619.00,6,2016,5,232.00,79.00,53,17,2070.00,121.764705,1081.00
2011.00,6,2016,6,218.00,83.00,54,19,2619.00,137.842105,2070.00
2582.00,6,2016,7,220.00,76.00,55,14,2011.00,143.642857,2619.00
3332.00,6,2016,8,165.00,77.00,56,22,2582.00,117.363636,2011.00
3045.00,6,2016,9,312.00,81.00,57,24,3332.00,138.833333,2582.00
3977.00,6,2016,10,192.00,78.00,58,23,3045.00,132.391304,3332.00
2678.00,6,2016,11,266.00,42.00,59,30,3977.00,132.566666,3045.00
4135.00,6,2016,12,191.00,52.00,60,23,2678.00,116.434782,3977.00
2607.00,6,2017,1,257.00,74.00,61,31,4135.00,133.387096,2678.00
3798.00,6,2017,2,269.00,51.00,62,21,2607.00,124.142857,4135.00
3439.00,6,2017,3,248.00,71.00,63,31,3798.00,122.516129,2607.00
1819.00,6,2017,4,181.00,62.00,64,30,3439.00,114.633333,3798.00
1606.00,6,2017,5,175.00,68.00,65,17,1819.00,107.000000,3439.00
1656.00,6,2017,6,288.00,65.00,66,12,1606.00,133.833333,1819.00
3279.00,6,2017,7,223.00,93.00,67,12,1656.00,138.000000,1606.00
2652.00,6,2017,8,190.00,69.00,68,29,3279.00,113.068965,1656.00
3432.00,6,2017,9,268.00,58.00,69,23,2652.00,115.304347,3279.00
3238.00,7,2015,2,199.00,57.00,38,29,3471.00,119.689655,4235.00
3109.00,7,2015,3,225.00,46.00,39,31,3238.00,104.451612,3471.00
2902.00,7,2015,4,210.00,32.00,40,30,3109.00,103.633333,3238.00
3499.00,7,2015,5,167.00,31.00,41,31,2902.00,93.612903,3109.00
3899.00,7,2015,6,163.00,74.00,42,30,3499.00,116.633333,2902.00
3450.00,7,2015,7,229.00,68.00,43,31,3899.00,125.774193,3499.00
3058.00,7,2015,8,188.00,40.00,44,31,3450.00,111.290322,3899.00
3050.00,7,2015,9,152.00,35.00,45,30,3058.00,101.933333,3450.00
2881.00,7,2015,10,179.00,26.00,46,31,3050.00,98.387096,3058.00
3671.00,7,2015,11,179.00,39.00,47,30,2881.00,96.033333,3050.00
3276.00,7,2015,12,240.00,59.00,48,30,3671.00,122.366666,2881.00
2501.00,7,2016,1,165.00,39.00,49,31,3276.00,105.677419,3671.00
2510.00,7,2016,2,124.00,45.00,50,28,2501.00,89.321428,3276.00
1706.00,7,2016,3,149.00,25.00,51,31,2510.00,80.967741,2501.00
1278.00,7,2016,4,148.00,34.00,52,20,1706.00,85.300000,2510.00
2620.00,7,2016,5,151.00,36.00,53,15,1278.00,85.200000,1706.00
3612.00,7,2016,6,161.00,45.00,54,30,2620.00,87.333333,1278.00
3499.00,7,2016,7,228.00,40.00,55,31,3612.00,116.516129,2620.00
1707.00,7,2016,8,268.00,88.00,56,24,3499.00,145.791666,3612.00
2424.00,7,2016,9,218.00,92.00,57,13,1707.00,131.307692,3499.00
3292.00,7,2016,10,195.00,70.00,58,20,2424.00,121.200000,1707.00
4239.00,7,2016,11,172.00,58.00,59,27,3292.00,121.925925,2424.00
4423.00,7,2016,12,225.00,67.00,60,30,4239.00,141.300000,3292.00
3533.00,7,2017,1,241.00,82.00,61,31,4423.00,142.677419,4239.00
3584.00,7,2017,2,208.00,56.00,62,28,3533.00,126.178571,4423.00
2697.00,7,2017,3,195.00,69.00,63,31,3584.00,115.612903,3533.00
1763.00,7,2017,4,206.00,63.00,64,23,2697.00,117.260869,3584.00
2883.00,7,2017,5,190.00,69.00,65,15,1763.00,117.533333,2697.00
3948.00,7,2017,6,259.00,56.00,66,23,2883.00,125.347826,1763.00
3668.00,7,2017,7,199.00,79.00,67,31,3948.00,127.354838,2883.00
2238.00,7,2017,8,193.00,70.00,68,31,3668.00,118.322580,3948.00
2531.00,7,2017,9,155.00,55.00,69,23,2238.00,97.304347,3668.00
1437.00,8,2015,2,94.00,12.00,38,29,1349.00,46.517241,1616.00
1447.00,8,2015,3,103.00,16.00,39,31,1437.00,46.354838,1349.00
1488.00,8,2015,4,129.00,13.00,40,30,1447.00,48.233333,1437.00
1485.00,8,2015,5,98.00,21.00,41,31,1488.00,48.000000,1447.00
1551.00,8,2015,6,116.00,19.00,42,30,1485.00,49.500000,1488.00
2415.00,8,2015,7,84.00,24.00,43,31,1551.00,50.032258,1485.00
1884.00,8,2015,8,192.00,21.00,44,31,2415.00,77.903225,1551.00
1969.00,8,2015,9,146.00,27.00,45,30,1884.00,62.800000,2415.00
1531.00,8,2015,10,165.00,25.00,46,31,1969.00,63.516129,1884.00
1437.00,8,2015,11,123.00,6.00,47,30,1531.00,51.033333,1969.00
1371.00,8,2015,12,119.00,16.00,48,30,1437.00,47.900000,1531.00
1229.00,8,2016,1,80.00,16.00,49,31,1371.00,44.225806,1437.00
1501.00,8,2016,2,76.00,22.00,50,28,1229.00,43.892857,1371.00
864.00,8,2016,3,87.00,18.00,51,31,1501.00,48.419354,1229.00
578.00,8,2016,4,64.00,16.00,52,25,864.00,34.560000,1501.00
1163.00,8,2016,5,82.00,15.00,53,17,578.00,34.000000,864.00
1463.00,8,2016,6,74.00,18.00,54,30,1163.00,38.766666,578.00
3176.00,8,2016,7,133.00,21.00,55,24,1463.00,60.958333,1163.00
1675.00,8,2016,8,196.00,40.00,56,31,3176.00,102.451612,1463.00
964.00,8,2016,9,155.00,35.00,57,17,1675.00,98.529411,3176.00
792.00,8,2016,10,146.00,19.00,58,17,964.00,56.705882,1675.00
1867.00,8,2016,11,67.00,14.00,59,20,792.00,39.600000,964.00
1570.00,8,2016,12,199.00,16.00,60,30,1867.00,62.233333,792.00
969.00,8,2017,1,147.00,15.00,61,31,1570.00,50.645161,1867.00
