next,country,year,month,max,min,idx,count,units,avg,prev
956.00,8,2017,2,59.00,16.00,62,28,969.00,34.607142,1570.00
832.00,8,2017,3,65.00,12.00,63,31,956.00,30.838709,969.00
499.00,8,2017,4,89.00,10.00,64,23,832.00,36.173913,956.00
646.00,8,2017,5,68.00,10.00,65,16,499.00,31.187500,832.00
830.00,8,2017,6,55.00,10.00,66,23,646.00,28.086956,499.00
1234.00,8,2017,7,70.00,13.00,67,23,830.00,36.086956,646.00
824.00,8,2017,8,75.00,17.00,68,31,1234.00,39.806451,830.00
815.00,8,2017,9,63.00,14.00,69,23,824.00,35.826086,1234.00
4110.00,9,2015,2,283.00,77.00,38,29,4100.00,141.379310,5594.00
4219.00,9,2015,3,204.00,84.00,39,31,4110.00,132.580645,4100.00
4494.00,9,2015,4,226.00,61.00,40,30,4219.00,140.633333,4110.00
4960.00,9,2015,5,213.00,92.00,41,31,4494.00,144.967741,4219.00
5017.00,9,2015,6,251.00,111.00,42,30,4960.00,165.333333,4494.00
4724.00,9,2015,7,240.00,87.00,43,31,5017.00,161.838709,4960.00
4233.00,9,2015,8,263.00,77.00,44,31,4724.00,152.387096,5017.00
4294.00,9,2015,9,253.00,70.00,45,30,4233.00,141.100000,4724.00
3696.00,9,2015,10,239.00,85.00,46,31,4294.00,138.516129,4233.00
4397.00,9,2015,11,185.00,19.00,47,30,3696.00,123.200000,4294.00
4163.00,9,2015,12,239.00,80.00,48,30,4397.00,146.566666,3696.00
3416.00,9,2016,1,185.00,95.00,49,31,4163.00,134.290322,4397.00
3688.00,9,2016,2,219.00,62.00,50,28,3416.00,122.000000,4163.00
3434.00,9,2016,3,184.00,64.00,51,31,3688.00,118.967741,3416.00
3125.00,9,2016,4,171.00,70.00,52,30,3434.00,114.466666,3688.00
2593.00,9,2016,5,167.00,73.00,53,26,3125.00,120.192307,3434.00
3521.00,9,2016,6,194.00,62.00,54,21,2593.00,123.476190,3125.00
3755.00,9,2016,7,184.00,70.00,55,31,3521.00,113.580645,2593.00
1961.00,9,2016,8,209.00,66.00,56,31,3755.00,121.129032,3521.00
3186.00,9,2016,9,189.00,75.00,57,17,1961.00,115.352941,3755.00
3147.00,9,2016,10,173.00,55.00,58,30,3186.00,106.200000,1961.00
3658.00,9,2016,11,181.00,13.00,59,30,3147.00,104.900000,3186.00
3357.00,9,2016,12,282.00,68.00,60,30,3658.00,121.933333,3147.00
2780.00,9,2017,1,174.00,53.00,61,31,3357.00,108.290322,3658.00
3076.00,9,2017,2,161.00,60.00,62,28,2780.00,99.285714,3357.00
2642.00,9,2017,3,265.00,44.00,63,31,3076.00,99.225806,2780.00
2045.00,9,2017,4,140.00,49.00,64,30,2642.00,88.066666,3076.00
2550.00,9,2017,5,142.00,62.00,65,22,2045.00,92.954545,2642.00
1968.00,9,2017,6,162.00,60.00,66,25,2550.00,102.000000,2045.00
1881.00,9,2017,7,159.00,72.00,67,19,1968.00,103.578947,2550.00
2010.00,9,2017,8,138.00,51.00,68,20,1881.00,94.050000,1968.00
1285.00,9,2017,9,143.00,56.00,69,23,2010.00,87.391304,1881.00
